"Title","Authors","PublicationName","AlternateName","Abstract","Url","AuthorAddress","Year","DOI","ReferenceType","Keywords","PdfRelativePath","CustomId"
"How qualitative research methods can be leveraged to strengthen mixed methods research in public policy and public administration?","Hendren, K. And Newcomer, K. And Pandey, S.k. And Smith, M. And Sumner, N.","Public Administration Review","","Recently, there have been a variety of arguments voiced to encourage that more attention be given to the role qualitative methods can play in mixed methods research in public policy and public administration. This article discusses these claims and describes the benefits of qualitative approaches, and how qualitative research methods can be leveraged to strengthen mixed methods research in public administration. We also provide a guide for improving the credibility of mixed methods research through increasing transparency and discussions of all methodological decisions. This study is based on a systematic content analysis of 186 mixed methods studies published in public policy and public administration journals between 2010 and 2018. We found that findings from the quantitative methods dominated the mixed methods studies, little diversity in data collection and analysis methods, and frequent failure to integrate insights from both methods. We also analyzed the 36 qualitative-dominant studies in the sample, and illuminated seven different ways that authors of qualitative-dominant studies leveraged the qualitative strand to strengthen mixed methods research. We developed lessons from our analysis of the qualitative-dominant articles on how to incorporate qualitative methods in a thoughtful manner, articulate a role for each strand, and effectively support findings with one or more strands. © 2022 american society for public administration.","","","2023","10.1111/puar.13528","","","scopus-2-s2.0-85132606461.pdf","scopus-2-s2.0-85132606461"
"Knowledge sharing in multicultural organizations: evidence from pakistan","Raza, I. And Awang, Z.","Higher Education, Skills And Work-Based Learning","","Purpose: taking higher educational institutes (heis) operating in islamabad metropolitan, and pakistan as research context, the purpose of this paper is to identify the antecedents of knowledge sharing behavior (ksb) and to check their causal effect in perspective of culturally diverse academic staff. In addition, the authors suggest certain policies for heis that can raise knowledge sharing practices in multicultural environment. Design/methodology/approach: it is a cross-sectional study, quantitative in nature, and has used a self-administered questionnaire for data collection. With proportionate stratified random sampling technique, 278 academic employees working in three faculties from six public sector universities operating in islamabad metropolitan have recorded their responses. This research also applied confirmatory factor analysis and structural equation modeling to examine the proposed hypothesis of this inquiry. Findings: the empirical results indicate significant and positive effect of cultural diversity management, interpersonal trust, and leader-empowering behavior on ksb, whereas knowledge technology has insignificant effect on ksb of culturally diverse academic staff. Moreover, proposed model has explained 54 percent variation in endogenous construct. Practical implications: the present research aids academic leadership in designing policies and strategies to enhance knowledge sharing among faculty members and to create a supportive knowledge sharing culture. Originality/value: this study fills the empirical gap that exists in literature by exploring the antecedents and their effect on ksb of multicultural academic staff associated in public sector heis in islamabad metropolitan, pakistan. © 2019, emerald publishing limited.","","","2020","10.1108/heswbl-09-2019-0114","","","scopus-2-s2.0-85079172406.pdf","scopus-2-s2.0-85079172406"
"Implementation of GenePattern within the Stanford Microarray Database","Hubble J., Demeter J., Jin H., Mao M., Nitzberg M., Reddy T. B., Wymore F., Zachariah Z. K., Sherlock G., Ball C. A.","Nucleic Acids Research","","Hundreds of researchers across the world use the Stanford Microarray Database (SMD; http://smd.stanford.edu/) to store annotate view analyze and share microarray data. In addition to providing registered users at Stanford access to their own data SMD also provides access to public data and tools with which to analyze those data to any public user anywhere in the world. Previously the addition of new microarray data analysis tools to SMD has been limited by available engineering resources and in addition the existing suite of tools did not provide a simple way to design execute and share analysis pipelines or to document such pipelines for the purposes of publication. To address this we have incorporated the GenePattern software package directly into SMD providing access to many new analysis tools as well as a plug-in architecture that allows users to directly integrate and share additional tools through SMD. In this article we describe our implementation of the GenePattern microarray analysis software package into the SMD code base. This extension is available with the SMD source code that is fully and freely available to others under an Open Source license enabling other groups to create a local installation of SMD with an enriched data analysis capability.","","","2009","10.1093/nar/gkn786","","","medline-18953035.pdf","medline-18953035"
"Portuguese authorship in published clinical trials: differences in industry and investigator initiated trials","Pinheiro Andrade, M. And Matias, D. And Batuca, J. And Gouveia, N. And Mota-Filipe, H. And Carreira Monteiro, E. And Madeira, C.","Acta Medica Portuguesa","","Introduction: the aim of this study was to investigate the portuguese authorship in publications resulting from trials initiated by the industry or investigators and run in portugal. Material and methods: clinical trials with portuguese institutions as sponsor or recruiting centers, and registered in four clinical trial registries, in the last 14 years, were assessed. Publications of completed trials, from both the initiative of the industry and investigators were screened and compared. Results: the percentage of published trials initiated by industry and investigators was similar (28.0%). However, the percentage of completed investigator-initiated trials (43.6%) was lower when compared to industry trials (69.7%). There was a higher percentage of portuguese authorship in published investigator-initiated trials when compared with industry-initiated trials (47.1% vs 8.5%, respectively). Moreover, industry-initiated trials with portuguese authors were published in journals with lower journal impact factor when compared with those published without authorship of portuguese investigators. Oncology was the therapeutic area with the highest number of clinical trial registrations and publications. However, in publications with portuguese authors, industry initiated trials mainly focused on neurology while investigator-initiated trials had a higher number of papers in the fields of gastroenterology and infection diseases. Published trials with portuguese authorship, initiated by the industry or investigators, also targeted different populations and had different purposes. In both cases, no significant differences were observed in terms of the journal impact factor or in the alignment of the published randomized trials with the respective reporting guidelines. Discussion: when compared with previous publications, this study showed an increasing trend in the number of clinical trials in portugal, published within similar timeframes, after trial conclusion. Even though both industry and investigator trials are published within the standards for reporting trials, the low number of portuguese authorships in industry publications might underline the need for invigorating these independent clinical trials in portugal by capacitating and empowering national clinical research teams. Conclusion: this study confirmed that even though all registered trials had the involvement of portuguese institutions as a recruiting center, not all the published trials had portuguese investigators as authors, mainly those initiated by the industry. © 2021 celom. All rights reserved.","","","2021","10.20344/amp.14554","","","scopus-2-s2.0-85119040093.pdf","scopus-2-s2.0-85119040093"
"Data sharing between home care professionals: a feasibility study using the RAI Home Care instrument","Guthrie D. M., Pitman R., Fletcher P. C., Hirdes J. P., Stolee P., Poss J. W., Papaioannou A., Berg K., Ezekiel H. J.","BMC Geriatrics","","BACKGROUND: Across Ontario home care professionals collect standardized information on each client using the Resident Assessment for Home Care (RAI-HC). However this information is not consistently shared with those professionals who provide services in the client's home. In this pilot study we examined the feasibility of sharing data from the RAI-HC between care coordinators and service providers.\\\\\\\\rMETHODS: All participants were involved in a one-day training session on the RAI-HC. The care coordinators shared specific outputs from the RAI-HC including the embedded health index scales with their contracted physiotherapy and occupational therapy service providers. Two focus groups were held one with care coordinators (n = 4) and one with contracted service providers (n = 6). They were asked for their opinions on the positive aspects of the project and areas for improvement.\\\\\\\\rRESULTS: The focus groups revealed a number of positive outcomes related to the project including the use of a falls prevention brochure and an increased level of communication between professionals. The participants also cited multiple areas for improvement related to data sharing (e.g. time constraints data being sent in a timely fashion) and to their standard practices in the community (e.g. busy workloads difficulties in data sharing duplication of assessments between professionals).\\\\\\\\rCONCLUSIONS: Home care professionals were able to share select pieces of information generated from the RAI-HC system and this project enhanced the level of communication between the two groups of professionals. However a single information session was not adequate training for the rehabilitation professionals who do not use the RAI-HC as part of normal practice. Better education ongoing support and timely access to the RAI-HC data are some ways to improve the usefulness of this information for busy home care providers.","","","2014","10.1186/1471-2318-14-81","","","medline-24975375.pdf","medline-24975375"
"A Decade of GigaScience: GigaDB and the Open Data Movement","Armit C., Tuli M. A., Hunter C. I.","GigaScience","","The increasingly multidisciplinary nature of scientific research necessitates a need for Open Data repositories that can archive data in support of publications in scientific journals. Recognising this need even before GigaScience launched in 2012 GigaDB was already in place and taking data for a year before (making it 11 this year). Since GigaDB launched there has been a consistent growth in this resource in terms of data volume data discoverability and data re-use. In this commentary we provide a retrospective of key changes over the last decade and the role of Data Curation in enhancing the user experience. Furthermore we explore a much needed emphasis on enabling researchers to interact with and explore datasets prior to data download. Copyright © The Author(s) 2022. Published by Oxford University Press GigaScience.","","","2022","10.1093/gigascience/giac053","","","medline-35701374.pdf","medline-35701374"
"Information technology principles for management reporting and research. [Review] [51 refs]","Gillam M., Rothenhaus T., Smith V., Kanhouwa M.","","","Information technology holds the promise to enhance the ability of individuals and organizations to manage emergency departments improve data sharing and reporting and facilitate research. The Society for Academic Emergency Medicine (SAEM) Consensus Committee has identified nine principles to outline a path of optimal features and designs for current and future information technology systems. The principles roughly summarized include the following: utilize open database standards with clear data dictionaries provide administrative access to necessary data appoint and recognize individuals with emergency department informatics expertise allow automated alert and proper identification for enrollment of cases into research provide visual and statistical tools and training to analyze data embed automated configurable alarm functionality for clinical and nonclinical systems allow multiexport standard and format configurable reporting strategically acquire mission-critical equipment that is networked and capable of automated feedback regarding functional status and location and dedicate resources toward informatics research and development. The SAEM Consensus Committee concludes that the diligent application of these principles will enhance emergency department management reporting and research and ultimately improve the quality of delivered health care. [References: 51]","","","2004","","","","unknown-1537.pdf","unknown-1537"
"The state of social and personality science: rotten to the core, not so bad, getting better, or getting worse?","Motyl M. And Demos A.p. And Carsel T.s. And Hanson B.e. And Melton Z.j. And Mueller A.b. And Prims J.p. And Sun J. And Washburn A.n. And Wong K.m. And Yantis C. And Skitka L.j.","J Pers Soc Psychol","","The scientific quality of social and personality psychology has been debated at great length in recent years. Despite research on the prevalence of questionable research practices (qrps) and the replicability of particular findings, the impact of the current discussion on research practices is unknown. The current studies examine whether and how practices have changed, if at all, over the last 10 years. In study 1, we surveyed 1,166 social and personality psychologists about how the current debate has affected their perceptions of their own and the field's research practices. In study 2, we coded the research practices and critical test statistics from social and personality psychology articles published in 2003-2004 and 2013-2014. Together, these studies suggest that (a) perceptions of the current state of the field are more pessimistic than optimistic;  (b) the discussion has increased researchers' intentions to avoid qrps and adopt proposed best practices, (c) the estimated replicability of research published in 2003-2004 may not be as bad as many feared, and (d) research published in 2013-2014 shows some improvement over research published in 2003-2004, a result that suggests the field is evolving in a positive direction. (Psycinfo database recordcopyright (c) 2017 apa, all rights reserved).","","","2017","10.1037/pspa0000084","","","embase-623063127.pdf","embase-623063127"
"Evaluating Research Transparency and Openness in Communication Sciences and Disorders Journals","Schroeder S. R., Gaeta L., El Amin M., Chow J. C., Borders J. C.","Journal of Speech Language & Hearing Research","","PURPOSE: To improve the credibility reproducibility and clinical utility of research findings many scientific fields are implementing transparent and open research practices. Such open science practices include researchers making their data publicly available and preregistering their hypotheses and analyses. A way to enhance the adoption of open science practices is for journals to encourage or require submitting authors to participate in such practices. Accordingly the American Speech-Language-Hearing Association's Journals Program has recently announced their intention to promote open science practices. Here we quantitatively assess the extent to which several journals in communication sciences and disorders (CSD) encourage or require participation in several open science practices by using the Transparency and Openness Promotion (TOP) Factor metric.\\\\\\\\rMETHOD: TOP Factors were assessed for 34 CSD journals as well as several journals in related fields. TOP Factors measure the level of implementation across 10 open science-related practices (e.g. data transparency analysis plan preregistration and replication) for a total possible score of 29 points.\\\\\\\\rRESULTS: Collectively CSD journals had very low TOP Factors (M = 1.4 range: 0-8). The related fields of Psychology (M = 4.0) Rehabilitation (M = 3.2) Linguistics (M = 1.7) and Education (M = 1.6) also had low scores though Psychology and Rehabilitation had higher scores than CSD.\\\\\\\\rCONCLUSION: CSD journals currently have low levels of encouraging or requiring participation in open science practices which may impede adoption. Open Science Form: https://doi.org/10.23641/asha.21699458.","","","2023","10.1044/2022_jslhr-22-00330","","","medline-36516469.pdf","medline-36516469"
"Improving outcome reporting in clinical trial reports and protocols: study protocol for the instrument for reporting planned endpoints in clinical trials (inspect)","Butcher, N.j. And Monsour, A. And Mew, E.j. And Szatmari, P. And Pierro, A. And Kelly, L.e. And Farid-Kapadia, M. And Chee-A-Tow, A. And Saeed, L. And Monga, S. And Ungar, W. And Terwee, C.b. And Vohra, S. And Fergusson, D. And Askie, L.m. And Williamson, P.r. And Chan, A.-W. And Moher, D. And Offringa, M.","Trials","","Background: inadequate and poor quality outcome reporting in clinical trials is a well-documented problem that impedes the ability of researchers to evaluate, replicate, synthesize, and build upon study findings and impacts evidence-based decision-making by patients, clinicians, and policy-makers. To facilitate harmonized and transparent reporting of outcomes in trial protocols and published reports, the instrument for reporting planned endpoints in clinical trials (inspect) is being developed. The final product will provide unique inspect extensions to the spirit (standard protocol items: recommendations for interventional trials) and consort (consolidated standards of reporting trials) reporting guidelines. Methods: the inspect spirit and consort extensions will be developed in accordance with the methodological framework created by the equator (enhancing the quality and transparency of health research quality) network for reporting guideline development. Development will consist of (1) the creation of an initial list of candidate outcome reporting items synthesized from expert consultations and a scoping review of existing guidance for reporting outcomes in trial protocols and reports;  (2) a three-round international delphi study to identify additional candidate items and assess candidate item importance on a 9-point likert scale, completed by stakeholders such as trial report and protocol authors, systematic review authors, biostatisticians and epidemiologists, reporting guideline developers, clinicians, journal editors, and research ethics board representatives;  and (3) an in-person expert consensus meeting to finalize the set of essential outcome reporting items for trial protocols and reports, respectively. The consensus meeting discussions will be independently facilitated and informed by the empirical evidence identified in the primary literature and through the opinions (aggregate rankings and comments) collected via the delphi study. An integrated knowledge translation approach will be used throughout inspect development to facilitate implementation and dissemination, in addition to standard post-development activities. Discussion: inspect will provide evidence-informed and consensus-based standards focused on outcome reporting in clinical trials that can be applied across diverse disease areas, study populations, and outcomes. Inspect will support the standardization of trial outcome reporting, which will maximize trial usability, reduce bias, foster trial replication, improve trial design and execution, and ultimately reduce research waste and help improve patient outcomes. © 2019 the author(s).","","","2019","10.1186/s13063-019-3248-0","","","scopus-2-s2.0-85062586422.pdf","scopus-2-s2.0-85062586422"
"How to know what works in alleviating poverty: Learning from experimental approaches in qualitative research","Hartman A., Kern F. G.","World Development","","Experimental studies of poverty alleviation have stimulated an interdisciplinary discussion on what constitutes robust evidence to inform policy and benefit the poor. These studies emphasize research transparency and reporting standards pre-registration data sharing replication and aggregated evidence. Though imperfect such practices help to identify what works under what conditions. We argue that researchers should also explore how similar practices could be tailored for qualitative research on the politics of poverty alleviation. We outline a research framework motivated by the experiment focused Metaketa initiative that incorporates the strengths of qualitative inquiry. We present the eleven pillars of a qualitative Metaketa. © 2019 Elsevier Ltd","","","2020","10.1016/j.worlddev.2019.104804","","","scopus-2-s2.0-85076840308.pdf","scopus-2-s2.0-85076840308"
"Distributed Quasi-Poisson regression algorithm for modeling multi-site count outcomes in distributed data networks","Edmondson M. J., Luo C., Nazmul Islam M., Sheils N. E., Buresh J., Chen Z., Bian J., Chen Y.","Journal of Biomedical Informatics","","BACKGROUND: Observational studies incorporating real-world data from multiple institutions facilitate study of rare outcomes or exposures and improve generalizability of results. Due to privacy concerns surrounding patient-level data sharing across institutions methods for performing regression analyses distributively are desirable. Meta-analysis of institution-specific estimates is commonly used but has been shown to produce biased estimates in certain settings. While distributed regression methods are increasingly available methods for analyzing count outcomes are currently limited. Count data in practice are commonly subject to overdispersion exhibiting greater variability than expected under a given statistical model.\\\\\\\\rOBJECTIVE: We propose a novel computational method a one-shot distributed algorithm for quasi-Poisson regression (ODAP) to distributively model count outcomes while accounting for overdispersion.\\\\\\\\rMETHODS: ODAP incorporates a surrogate likelihood approach to perform distributed quasi-Poisson regression without requiring patient-level data sharing only requiring sharing of aggregate data from each participating institution. ODAP requires at most three rounds of non-iterative communication among institutions to generate coefficient estimates and corresponding standard errors. In simulations we evaluate ODAP under several data scenarios possible in multi-site analyses comparing ODAP and meta-analysis estimates in terms of error relative to pooled regression estimates considered the gold standard. In a proof-of-concept real-world data analysis we similarly compare ODAP and meta-analysis in terms of relative error to pooled estimatation using data from the OneFlorida Clinical Research Consortium modeling length of stay in COVID-19 patients as a function of various patient characteristics. In a second proof-of-concept analysis using the same outcome and covariates we incorporate data from the UnitedHealth Group Clinical Discovery Database together with the OneFlorida data in a distributed analysis to compare estimates produced by ODAP and meta-analysis.\\\\\\\\rRESULTS: In simulations ODAP exhibited negligible error relative to pooled regression estimates across all settings explored. Meta-analysis estimates while largely unbiased were increasingly variable as heterogeneity in the outcome increased across institutions. When baseline expected count was 0.2 relative error for meta-analysis was above 5% in 25% of iterations (250/1000) while the largest relative error for ODAP in any iteration was 3.59%. In our proof-of-concept analysis using only OneFlorida data ODAP estimates were closer to pooled regression estimates than those produced by meta-analysis for all 15 covariates. In our distributed analysis incorporating data from both OneFlorida and the UnitedHealth Group Clinical Discovery Database ODAP and meta-analysis estimates were largely similar while some differences in estimates (as large as 13.8%) could be indicative of bias in meta-analytic estimates.\\\\\\\\rCONCLUSIONS: ODAP performs privacy-preserving communication-efficient distributed quasi-Poisson regression to analyze count outcomes using data stored within multiple institutions. Our method produces estimates nearly matching pooled regression estimates and sometimes more accurate than meta-analysis estimates most notably in settings with relatively low counts and high outcome heterogeneity across institutions. Copyright © 2022 Elsevier Inc. All rights reserved.","","","2022","10.1016/j.jbi.2022.104097","","","medline-35643272.pdf","medline-35643272"
"Communicating results in post-Belmont era biomonitoring studies: Lessons from genetics and neuroimaging research","Morello-Frosch R., Varshavsky J., Liboiron M., Brown P., Brody J. G.","Environmental Research","","Background: Biomonitoring is a critical tool to assess the effects of chemicals on health as scientists seek to better characterize life-course exposures from diverse environments. This trend coupled with increased institutional support for community-engaged environmental health research challenge established ethical norms related to biomonitoring results communication and data sharing between scientists study participants and their wider communities. Method(s): Through a literature review participant observation at workshops and interviews we examine ethical tensions related to reporting individual data from chemical biomonitoring studies by drawing relevant lessons from the genetics and neuroimaging fields. Result(s): In all three fields ethical debates about whether/how to report-back results to study participants are precipitated by two trends. First changes in analytical methods have made more data accessible to stakeholders. For biomonitoring improved techniques enable detection of more chemicals at lower levels and diverse groups of scientists and health advocates now conduct exposure studies. Similarly innovations in genetics have catalyzed large-scale projects and broadened the scope of who has access to genetic information. Second increasing public interest in personal medical information has compelled imaging researchers to address demands by participants to know their personal data despite uncertainties about their clinical significance. Four ethical arenas relevant to biomonitoring results communication emerged from our review: tensions between participants' right-to-know their personal results versus their ability or right-to-act to protect their health; whether and how to report incidental findings; informed consent in biobanking; and open-access data sharing. Conclusion(s): Ethically engaging participants in biomonitoring studies requires consideration of several issues including scientific uncertainty about health implications and exposure sources the ability of participants to follow up on potentially problematic results tensions between individual and community research protections governance and consent regarding secondary use of tissue samples and privacy challenges in open access data sharing. Copyright © 2014 Elsevier Inc.","","","2015","10.1016/j.envres.2014.10.001","","","medline-25460657.pdf","medline-25460657"
"Access to linked administrative healthcare utilization data for pharmacoepidemiology and pharmacoeconomics research in Canada: anti-viral drugs as an example","Rawson N. S.","Pharmacoepidemiology & Drug Safety","","PURPOSE: Administrative healthcare utilization data from Canadian provinces have been used for pharmacoepidemiology and pharmacoeconomics research but limited transparency exists about opportunities for data access who can access them and processes to obtain data. An attempt was made to obtain data from all 10 provinces to evaluate access and its complexity.\\\\\\\\rMETHODS: An initial enquiry about the process and requirements to obtain data on individual anonymized patients dispensed any of four anti-viral drugs in the ambulatory setting linked with data from hospital and physician service claims was sent to each province. Where a response was encouraging a technical description of the data of interest was submitted.\\\\\\\\rRESULTS: Data were unavailable from the provinces of New Brunswick Newfoundland and Labrador and Prince Edward Island and inaccessible from British Columbia Manitoba and Ontario due to policies that prohibit collaborative work with pharmaceutical industry researchers. In Nova Scotia patient-level data were available but only on site. Data were accessible in Alberta Quebec and Saskatchewan although variation exists in the currency of the data time to obtain data approval requirements and insurance coverage eligibility.\\\\\\\\rCONCLUSIONS: As Canada moves towards a life-cycle management approach to drug regulation more post-marketing studies will be required potentially using administrative data. Linked patient-level drug and healthcare data are presently accessible to pharmaceutical industry researchers in four provinces although only logistically realistic in three and limited to seniors and low-income individuals in two. Collaborative endeavours to improve access to provincial data and to create other data resources should be encouraged. Copyright (c) 2009 John Wiley & Sons Ltd.","","","2009","10.1002/pds.1822","","","medline-19650154.pdf","medline-19650154"
"Differential privacy based on data provenance publishing method","Ni, W.-W. And Shen, T. And Yan, D.","Jisuanji Xuebao/Chinese Journal Of Computers","","Data provenance describes the mechanism and process of data generation and evolution, which records information about the node module executions used to produce concrete data items, as well as those intermediate data items acting as parameters passed between nodes' executions. Data provenance plays an important role in research and applications of data quality assessment, data recovery and data analysis. With increasingly deepening of data sharing, the need for publishing and sharing workflow of provenance, which is the main representation structure of data provenance, becomes increasingly urgent. However, the provenance workflow often contains private or confidential data. For instance, the node modules included in the provenance workflow, as well as the temporal relations among those nodes, may involve the privacy of the data owner. Direct release of provenance workflow will inevitably bring privacy protection issues. Privacy-preserving data provenance publication becomes an urgent problem to be solved. That is to say, the utility of published provenance workflow needs well maintaining under the premise that data privacy should not be disclosed. The existing research mainly focuses on the maintenance of the local mapping relationship of provenance workflow. For example, privacy protection process is implemented to the provenance workflow, which ensures that the degree of a single node would not be leaked, or sensitive mapping relationship would not be leaked in parallel with effective maintaining of provenance workflow's overall input and output mapping relations. For another important manifestation of provenance workflow's utility, i.e. temporal dependence among those front and corresponding back task nodes of the provenance workflow, the maintenance effect is relatively poor. As for the privacy of adjacent nodes distribution in the provenance workflow, the protection ability of existing methods is also far insufficient. To solve the above problems, the definition of input and output degree sequence with scale i model is introduced to describe the degree distribution of provenance workflow nodes. It provides a carrier for describing the utility and privacy-sensitive information of provenance workflow. As a by-product, it can also accommodate the extraction of directional characteristics of the provenance workflow well. The definition of previous-next sequence is further devised to describe the substructure distribution characteristics of the workflow. This structure can reduce the possible loss of workflow's temporal relations in adding differential noise. By constructing schema of previous-next sequence, the substructure characteristics of those nodes and their adjacent nodes in workflow are captured, and the temporal constraints in workflow are maintained during the reconstruction process. On this basis, a differential privacy-based on privacy-preserving provenance workflow publishing method dpripp is proposed to implement a weak background knowledge-dependent privacy-preserving provenance workflow publication, it can also provide well maintenance to temporal dependance relations of the provenance workflow. Targeted experiments are designed to verify the effectiveness and privacy protection effect of our proposal. The theoretical analysis and experimental results demonstrate that the proposed algorithm can effectively maintain both the local and global temporal dependence relations of nodes in the workflow, while protecting the directional distribution privacy of the locally adjacent nodes in the provenance workflow well. © 2020, science press. All right reserved.","","","2020","10.11897/sp.j.1016.2020.00573","","","scopus-2-s2.0-85083763182.pdf","scopus-2-s2.0-85083763182"
"Moving sport and exercise science forward: a call for the adoption of more transparent research practices","Caldwell A.r. And Vigotsky A.d. And Tenan M.s. And Radel R. And Mellor D.t. And Kreutzer A. And Lahart I.m. And Mills J.p. And Boisgontier M.p.","Sports Med","","The primary means of disseminating sport and exercise science research is currently through journal articles. However, not all studies, especially those with null findings, make it to formal publication. This publication bias towards positive findings may contribute to questionable research practices. Preregistration is a solution to prevent the publication of distorted evidence resulting from this system. This process asks authors to register their hypotheses and methods before data collection on a publicly available repository or by submitting a registered report. In the registered report format, authors submit a stage 1 manuscript to a participating journal that includes an introduction, methods, and any pilot data indicating the exploratory or confirmatory nature of the study. After a stage 1 peer review, the manuscript can then be offered in-principle acceptance, rejected, or sent back for revisions to improve the quality of the study. If accepted, the project is guaranteed publication, assuming the authors follow the data collection and analysis protocol. After data collection, authors re-submit a stage 2 manuscript that includes the results and discussion, and the study is evaluated on clarity and conformity with the planned analysis. In its final form, registered reports appear almost identical to a typical publication, but give readers confidence that the hypotheses and main analyses are less susceptible to bias from questionable research practices. From this perspective, we argue that inclusion of registered reports by researchers and journals will improve the transparency, replicability, and trust in sport and exercise science research. The preprint version of this work is available on sportr[formula: see text]iv: https://osf.io/preprints/sportrxiv/fxe7a/.","","","2020","10.1007/s40279-019-01227-1","","","embase-630830108.pdf","embase-630830108"
"Reporting format for economic evaluation. Part II: Focus on modelling studies","Nuijten M. J., Pronk M. H., Brorens M. J., Hekster Y. A., Lockefeer J. H., de Smet P. A., Bonsel G., van der Kuy A.","PharmacoEconomics","","This article presents the first version of a reporting format for modelling studies which is based on a general reporting format by our taskforce which was published in the previous issue of this journal. The use of decision-analytical models for economic evaluations is increasing because in practice it is not always possible to derive information from prospective studies. However the acceptance of modelling studies is generally lower than prospective studies not only because of the use of secondary data but also because the reports of modelling studies do not always have sufficient transparency. Hence a standardised reporting format may improve the transparency and consequently the acceptance of modelling studies. This article presents an example of a reporting format for economic evaluation based on modelling studies which may facilitate the development of future guidelines for modelling studies. The format consists of a number of headings which are followed by a brief recommendation on the content. This format does not deal with methodology and data management but especially addresses validation and quality assurance which may increase the transparency of the report.","","","1998","","","","medline-10186465.pdf","medline-10186465"
"A common data model for harmonization in the nordic pregnancy drug safety studies (norpress)","Cohen, J.m. And Cesta, C.e. And Kjerpeseth, L. And Leinonen, M.k. And Hálfdánarson, Ó. And Karlstad, Ø. And Karlsson, P. And Andersen, M. And Furu, K. And Hjellvik, V.","Norsk Epidemiologi","","It is necessary to carry out large observational studies to generate robust evidence about the safety of drugs used during pregnancy. In the nordic countries, nationwide population-based health registers that document all births and dispensed prescribed drugs are valuable resources for such studies. A common data model (cdm) is a data harmonization and structuring tool that enables a unified and streamlined analytic approach for studies including data from multiple countries or databases. We describe a cdm developed for the nordic pregnancy drug safety studies (norpress), including details on data sources and structure of the data tables. We also provide an overview of the advantages and disadvantages of the approach (e.g. sharing of data analysis programs versus extra initial work to create cdm datasets from raw data). © 2021, norwegian epidemiological society. All rights reserved.","","","2021","10.5324/nje.v29i1-2.4053","","","scopus-2-s2.0-85113346235.pdf","scopus-2-s2.0-85113346235"
"Influence of parameter settings in voxel-based morphometry 8. Using DARTEL and region-of-interest on reproducibility in gray matter volumetry","Goto M., Abe O., Aoki S., Hayashi N., Miyati T., Takao H., Matsuda H., Yamashita F., Iwatsubo T., Mori H., Kunimatsu A., Ino K., Yano K., Ohtomo K.","Methods of Information in Medicine","","OBJECTIVES: To investigate whether reproducibility of gray matter volumetry is influenced by parameter settings for VBM 8 using Diffeomorphic Anatomical Registration Through Exponentiated Lie Algebra (DARTEL) with region-of-interest (ROI) analyses.\\\\\\\\rMETHODS: We prepared three-dimensional T1-weighted magnetic resonance images (3D-T1WIs) of 21 healthy subjects. All subjects were imaged with each of five MRI systems. Voxel-based morphometry 8 (VBM 8) and WFU PickAtlas software were used for gray matter volumetry. The bilateral ROI labels used were those provided as default settings with the software: Frontal Lobe Hippocampus Occipital Lobe Orbital Gyrus Parietal Lobe Putamen and Temporal Lobe. All 3D-T1WIs were segmented to gray matter with six parameters of VBM 8 with each parameter having between three and eight selectable levels. Reproducibility was evaluated as the standard deviation (mm3) of measured values for the five MRI systems.\\\\\\\\rRESULTS: Reproducibility was influenced by 'Bias regularization (BiasR)' 'Bias FWHM' and 'De-noising filter' settings but not by 'MRF weighting' 'Sampling distance' or 'Warping regularization' settings. Reproducibility in BiasR was influenced by ROI. Superior reproducibility was observed in Frontal Lobe with the BiasR1 setting and in Hippocampus Parietal Lobe and Putamen with the BiasR3* BiasR1 and BiasR5 settings respectively.\\\\\\\\rCONCLUSION: Reproducibility of gray matter volumetry was influenced by parameter settings in VBM 8 using DARTEL and ROI. In multi-center studies the use of appropriate settings in VBM 8 with DARTEL results in reduced scanner effect.","","","2015","10.3414/me14-01-0049","","","medline-25345402.pdf","medline-25345402"
"Can citizen science increase trust in research? A case study of delineating polish metropolitan areas","Bedessem, B. And Gawrońska-Novak, B. And Lis, P.","Journal Of Contemporary European Research","","We assess the relationship between citizens’ participation in scientific research and public trust in research results within social sciences. We conduct an online citizen science quasiexperiment concerning the delineation of metropolitan areas of poland’s two major cities. It consists of two stages. In stage one, participants in one region are exposed to citizen science and directly involved in delineating the boundaries of their local metropolitan area. In stage two, we add another region in which participants are not involved in the research process. In both regions we ask the participants to evaluate the level of their trust in the presented maps of respective metropolitan areas: based on citizen science in one region and historical data regression analysis in the other region. Our contribution to the literature lies in two areas. First, we demonstrate how citizen science can be used in urban studies to delineate boundaries of urban and metropolitan areas exhibiting strong functional connections. Second, we show that the participation of local residents in the research process increases public trust in the study results compared to non-participatory ‘traditional academic’ research. These results confirm that citizen science programs deserve to be strongly supported by european institutions as a possible means to resolving the credibility crisis of science, research and evidence-based policies. © 2021, journal of contemporary european research. All rights reserved.","","","2021","10.30950/jcer.v17i2.1185","","","scopus-2-s2.0-85109433137.pdf","scopus-2-s2.0-85109433137"
