"Title","Authors","PublicationName","AlternateName","Abstract","Url","AuthorAddress","Year","DOI","ReferenceType","Keywords","PdfRelativePath","CustomId"
"Impact of new Food and Drug Administration regulations on college university and experiment station researchers","Willett L. B.","Journal of Dairy Science","","The Good Laboratory Practice regulations adopted by the Food and Drug Administration describe specific procedures to assure the integrity of the research results. Those studies conducted with the intent to provide data on the safety of drugs and chemicals will be required to comply with the published relations. The process of bringing research laboratories into compliance with the regulations may be either arduous or fairly routine depending on the organization goals and type of research. Typically the Good Laboratory Practice regulations will increase sharply the cost of health safety information. Hiring more and better trained technical and professional personnel will be much of this expense. If university and experiment station researchers choose to avoid compliance with these regulations then agricultural research science may not continue to be recognized as an authority on the safety of products used for production of human food. Irrespective of whether universities choose to conduct regulated research or delegate this role to other segments of society academic institutions must assume the role of training those individuals needed to conduct toxicity research.","","","1981","10.3168/jds.s0022-0302(81)82781-6","","","medline-7320313.pdf","medline-7320313"
"Competitive communities of practice, knowledge sharing, and machiavellian participation: a case study","Schofield, K. And Analoui, B. And Brooks, J. And Hussain, S.f.","International Journal Of Training And Development","","This paper explores the emergence of machiavellian behaviour in a community of practice (cop). The cop was initiated by the top management team (tmt) as a management development initiative. Participants in a manufacturing setting were encouraged to engage in a series of problem-solving tasks with counterparts from across the organization in a short-term cop. A qualitative case study, using in-depth interviews, was conducted in a large processing plant in the middle eastern kingdom of bahrain. This is an empirical case study that explores employee participation in a short-term management development programme which sought to create cops to enable knowledge sharing. A competitive element was introduced, and we contend this promoted behaviour which served the individuals rather than the cop. The findings indicate that tmt intervention changes the dynamics of cops, reducing knowledge sharing and collaboration among community members. Recommendations are made to practitioners to be cognizant of the possibility of machiavellian participation in cops. © 2018 brian towers (britow) and john wiley & sons ltd.","","","2018","10.1111/ijtd.12129","","","scopus-2-s2.0-85050454802.pdf","scopus-2-s2.0-85050454802"
"On the evaluation of progressive point-sampled geometry","Liu, Y.-J.","International Journal Of Image And Graphics","","Nowadays, point set surfaces have attracted much research attention due to the widespread laser range scanners. In this paper we evaluate several well known methods in terms of progressive point-sampled geometry. The selection of these methods is based on a classification of different surface representations. To serve as a common basis for comparison, a general progressive framework is adopted. The comparison has been done with both data from graphics and cad models. In addition to surface reconstruction quality and time and space efficiency, several other properties inherent in point sampled geometry, such as sharp feature preservation and data density uniformness, are also considered in the evaluation of progressive geometry. © 2010 world scientific publishing company.","","","2010","10.1142/s0219467810003676","","","scopus-2-s2.0-85073156360.pdf","scopus-2-s2.0-85073156360"
"Predictive power of wastewater for nowcasting infectious disease transmission: A retrospective case study of five sewershed areas in Louisville Kentucky","Klaassen F., Holm R. H., Smith T., Cohen T., Bhatnagar A., Menzies N. A.","Environmental Research","","BACKGROUND: Epidemiological nowcasting traditionally relies on count surveillance data. The availability and quality of such count data may vary over time limiting representation of true infections. Wastewater data correlates with traditional surveillance data and may provide additional value for nowcasting disease trends.\\\\\\\\rMETHODS: We obtained SARS-CoV-2 case death wastewater and serosurvey data for Jefferson County Kentucky (USA) between August 2020 and March 2021 and parameterized an existing nowcasting model using combinations of these data. We assessed the predictive performance and variability at the sewershed level and compared the effects of adding or replacing wastewater data to case and death reports.\\\\\\\\rFINDINGS: Adding wastewater data minimally improved the predictive performance of nowcasts compared to a model fitted to case and death data (Weighted Interval Score (WIS) 0.208 versus 0.223) and reduced the predictive performance compared to a model fitted to deaths data (WIS 0.517 versus 0.500). Adding wastewater data to deaths data improved the nowcasts agreement to estimates from models using cases and deaths data. These findings were consistent across individual sewersheds as well as for models fit to the aggregated total data of 5 sewersheds. Retrospective reconstructions of epidemiological dynamics created using different combinations of data were in general agreement (coverage >75%).\\\\\\\\rINTERPRETATION: These findings show wastewater data may be valuable for infectious disease nowcasting when clinical surveillance data are absent such as early in a pandemic or in low-resource settings where systematic collection of epidemiologic data is difficult. Copyright © 2023 The Authors. Published by Elsevier Inc. All rights reserved.","","","2024","10.1016/j.envres.2023.117395","","","medline-37838198.pdf","medline-37838198"
"Knowledge sharing in emerging economies","Burke, M.e.","Library Review","","One of the new factors in eastern european countries (and there is an acknowledgement that this aspect is displayed in other countries too) is this concept of freely sharing information, i.e. the concept of what is known in knowledge management (km) literature of “knowledge sharing”. Sharing only takes place where there is trust and where there is a shared feeling of ownership of goals. The reasons behind the tendency to share are based on the kind of interpersonal relations between co-workers inherent within the organization and the effects of social relationships within organizational teams. Strengthening the social relationships between individuals in the team is crucial in motivating team members to share knowledge. The purpose of this paper is to add to the understanding of how km impacts on an small- to medium-sized enterprise (sme) and create a framework of best practice of km in smes. New research is currently investigating the concept of “sharing social relationships” and one of the aims of the project is to investigate the barriers to sharing information in a particular type of business — that of the (sme) in order to form a comparative study. The results of the study will be used to from a model of “information sharing best practice” for sme which are setting up or using km systems. The paper will examine the barriers to sharing in two newly emerging economies (poland and hungary) and one relatively established economy (the uk). At the time of writing, the work with poland and hungary has been completed and this paper gives the initial results from the hungarian study. The findings are complex and varied but in the case of the hungarian results there is a clear energy, enthusiasm and commitment to knowledge sharing in order to ensure the success of the business. Emerging economies are by their nature changing economies and so this work forms a snapshot of life at a particular moment in time. The paper shows that there is a need for an increase in training, and that government support is helpful and enabling. Knowledge sharing is important and the study described in the paper will allow cross comparisons between different countries. It is intended that a model of best practice will be one of the outcomes of the project. © 2011, emerald group publishing limited","","","2011","10.1108/00242531111100531","","","scopus-2-s2.0-79551670365.pdf","scopus-2-s2.0-79551670365"
"Analyzing interactional contexts in a data-sharing focus group","Murdoch J., Poland F., Salter C.","Qualitative Health Research","","In this article we describe the use of a data-sharing focus group for triangulation with face-to-face interviews. In contrast to member-checking triangulation this focus group was undertaken to provide a different interactional context to analyze moral discourses in talk about asthma medicine taking. Using principles of discursive psychology to analyze data participants adopted strategies to manage dilemmas of identification with research findings. Talk about medicine taking was contextualized to the demands of the interaction. Strategies included avoiding direct reference to findings; collectively aligning with medical perspectives; and using stories to carry opinions. Participants also expressed moral discourses around managing asthma in everyday life. These discursive variations strengthened assertions of the role of morality in participants' talk and highlighted advantages in engaging with participants' strategies in focus groups. Different viewpoints identified in this research create problems for member checking suggesting that researchers need to be sensitive in considering methods of sharing data with participants.","","","2010","10.1177/1049732310361612","","","medline-20154297.pdf","medline-20154297"
"You ain’t seen nothing yet transparency’s (lack of) effect on source and message credibility","Karlsson, M. And Clerwall, C. And Nord, L.","Journalism Studies","","It has been suggested that transparency will change the way journalism is being produced as well as increase its credibility. However, little research has been conducted to assess the connection between transparency and credibility. This study utilizes an experimental setting with 1320 respondents to measure what impact transparency has on source and message credibility from a user perspective. The results reveal an almost total absence of any transparency effect on either source or message credibility, although some small significant effects could be observed primarily regarding internal hyperlinks, comments and contextual information. Although further research is needed in this area, the study suggests that transparency does not affect the credibility of journalism in the eyes of the contemporary audience and thus has limited appeal as a new norm in journalism. © 2014 taylor & francis.","","","2014","10.1080/1461670x.2014.886837","","","scopus-2-s2.0-85013760773.pdf","scopus-2-s2.0-85013760773"
"Data governance and the need for organization-wide guidance to enable and facilitate data sharing: lessons learned from north carolina","Proescholdbell, S. And Geary, S. And Tenenbaum, J.d.","Journal Of Public Health Management And Practice","","Public health agencies’ core mission is to protect the health of the general population. Critical to this mission is utilizing data to better understand public health problems, identify risk and protective factors, identify intervention opportunities for prevention, and evaluate impact. Yet, historically, data sharing, even between internal partners within an agency, has often been cumbersome due to organizational history, culture, silos, and lack of clear guidance. These initial barriers and challenges can doom even simple data sharing efforts with clear public health value and cast a shroud on an already complex and challenging process. Copyright © 2022 wolters kluwer health, inc. All rights reserved.","","","2022","10.1097/phh.0000000000001553","","","scopus-2-s2.0-85135202395.pdf","scopus-2-s2.0-85135202395"
"Societal impact of university research in the written press: media attention in the context of SIUR and the open science agenda among social scientists in Flanders Belgium","Jonker H., Vanlee F., Ysebaert W.","Scientometrics","","Transferring scientific knowledge to non-academic audiences is an essential aspect of the open science agenda which calls for scholars to pursue a popularization of their research. Accordingly purposefully introducing scientific insights to the public at large is almost univocally deemed commendable. Indeed in today's models of research evaluation the objects and activities considered are being extended beyond peer-reviewed journal articles to include non-scholarly popular communication. Although altmetrics offer one instrumental way to count some interactions with lay audiences their reliance on social media makes them susceptible to manipulation and mostly reflect circulation among niche audiences. In comparison attention from non-scholarly media like newspapers and magazines seems a more relevant pathway to effectuate societal impact due to its recognition in qualitative assessment tools and its broad societal reach. Based on a case study of social scientists' attention by newspapers and magazines in Flanders (northern Dutch-speaking region of Belgium) in 2019 this paper highlights that frequent participation in the public debate is reserved for high-status researchers only. Results show highly skewed media appearance patterns in both career position and gender as eight male professors accounted for almost half of all 2019 media attention for social scientists. Because media attention is highly subject-dependent moreover certain disciplines and fields offer easier pathways to popularization in media than others. Both the open science agenda and research assessment models value presence of researchers in popular media adding written press attention to existing evaluation assessments however would disproportionately disadvantage early career researchers and exacerbate existing inequalities in academia.\\\\\\\\rSupplementary Information: The online version contains supplementary material available at 10.1007/s11192-022-04374-x. Copyright © Akademiai Kiado Budapest Hungary 2022.","","","2022","10.1007/s11192-022-04374-x","","","medline-35502440.pdf","medline-35502440"
"Motivations and fears driving participation in collaborative research infrastructure for animal tracking","Crewe T.l. And Kendal D. And Campbell H.a.","Plos One","","Anthropogenic derived environmental change is challenging earth's biodiversity. To implement effective management, it is imperative to understand how organisms are responding over broad spatiotemporal scales. Collection of these data is generally beyond the budget of individual researchers and the integration and sharing of ecological data and associated infrastructure is becoming more common. However, user groups differ in their expectations, standards of performance, and desired outputs from research investment, and accommodating the motivations and fears of potential users from the outset may lead to higher levels of participation. Here we report upon a study of the australian ornithology community, which was instigated to better understand perceptions around participation in nationally coordinated research infrastructure for detecting and tracking the movement of birds. The community was surveyed through a questionnaire and individuals were asked to score their motivations and fears around participation. Principal components analysis was used to reduce the dimensionality of the data and identify groups of questions where respondents behaved similarly. Linear regressions and model selection were then applied to the principal components to determine how career stage, employment role, and years of biotelemetry experience affected the respondent's motivations and fears for participation. The analysis showed that across all sectors (academic, government, ngo) there was strong motivation to participate and belief that national shared biotelemetry infrastructure would facilitate bird management and conservation. However, results did show that a cross-sector cohort of the australian ornithology community were keen and ready to progress collaborative infrastructure for tracking birds, and measures including data-sharing agreements could increase participation. It also informed that securing initial funding would be a significant challenge, and a better option to proceed may be for independent groups to coordinate through existing database infrastructure to form the foundation from which a national network could grow.copyright © 2020 crewe et al. This is an open access article distributed under the terms of the creative commons attribution license, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","","","2020","10.1371/journal.pone.0241964","","","embase-2010139047.pdf","embase-2010139047"
"Mobile data sharing and high availability","Hongisto, M.","Vtt Tiedotteita - Valtion Teknillinen Tutkimuskeskus","","This work introduces a model for decentralised and platform-independent data sharing for highly dynamic networks. The goal is not to deliver a solution that can be considered similar to database systems. Communication and replication challenges are presented and examined from the perspective of nomadic computing. The aim has been to provide highly available data sharing over features over mobile distributed systems. The primary functionality of the data-sharing model introduced here has been validated with simulations. A fully functional data-sharing model has been implemented and tested in a simulated environment. A simulated environment was chosen over real network conditions in order to offer data distribution pattern tracking in several different network topologies and environments. This study provides understanding of the data sharing factors that are important in decentralised distribution models. These factors include location determination for replica storing and control message propagation over weak connections. Smart data distribution is crucial for weakly connected networks to offer access to shared resources. In heterogeneous environments, it is also necessary to consider possible transmission resource savings, and an idea for partitioning data into small elements is introduced. A data distribution algorithm based on this understanding is designed and evaluated. According to technology surveys and the evaluation of data sharing implementation, it is clear that the optimistic replication schema is the choice for data distribution over weakly connected networks. This requires conflict solving for eventual consistency, or any equivalent method to provide the correct operation for applications. A decentralised data management model is the best alternative to operate in weakly connected networks, as it is able to function regardless of network partitions. The data sharing approach presented here provides full adaptability to different network topologies and computing platforms, and it is able to offer data sharing services for any device to some degree. A decentralised data sharing approach introduces new challenges;  these are discussed, and their viability for implementation is estimated. Copyright © vtt 2002.","","","2002","","","","scopus-2-s2.0-84884717935.pdf","scopus-2-s2.0-84884717935"
"[""Probiotic medicine"" and certainty of the evidence.]","Koch M., Capurso L.","Recenti Progressi in Medicina","","These are excellent times for probiotic medicine. We have discovered more than 150000 genomes of the microbiome which can be aggregated into 4930 species. However the dream of microbiome-based medicine requires a new approach - an ecological and evolutionary understanding of host-microbe interactions rather than a qualitative analysis of species. Yet researchers still disagree on what constitutes a healthy microbiome or how to define an altered one. There is still uncertainty as to which properties of the microbiome will represent the most informative biomarkers in clinical and epidemiological studies. And little is known about how the microbiomes of different regions of the body such as the mouth intestines or skin interact. It is time to re-establish the foundations for the certainty of evidence in myocrobiome-based medicine. We believe robust new pillars are needed: starting clinical trials whenever possible; extending the role of N-of-1 trials; ending the ""one probiotic for every disease"" principle; reduce the number of outcomes of each research; search for the replicability of the results (the best test for the validity of an intervention with probiotics is not statistical significance but the replication of the result). Again we would like to urge probiotic medicine researchers not to publish in ""pirate"" journals.","","","2021","10.1701/3551.35253","","","medline-33576347.pdf","medline-33576347"
"Developing generalized sampling schemes with known error properties: the case of a moving observer","Takashina, N. And Economo, E.p.","Ecography","","Pattern in space and time is central to ecology, and adequately designed ecological sampling is needed to resolve those patterns, pursue ecological questions and design conservation strategies. Recently, there has been an explosion of various ecological data due to the proliferation of online data-sharing platforms, citizen science programs and new technology such as unmanned aerial vehicles (uavs), but data reliability, consistency and the error properties of the sampling method are usually uncertain. While there are a number of standard survey protocols for different taxa, they often subjectively designed and standardization is meant to facilitate repeatability rather than produce a quantitative evaluation of the data (e.g. error properties). Here, we describe an ecological survey scheme consisting of an ‘algorithm' to be followed in the field that will result in a standard set of data as well as the error properties of the data. While many such sampling schemes could be developed that target different types of organisms, we focus on one case of a moving observer attempting to detect a species in the field (e.g. a birder, uav, etc.) with the goal of producing a presence–absence map. The multiscale model developed is spatially explicit and accommodates inherent survey tradeoffs such as sampling speed, detectability and map resolution. Given a set of sampling parameters, the model provides estimates of the total sampling time and map accuracy translated into the probability of false negative. Additionally it also provides an actual and sampled occupancy–area curve across mapping resolutions that can be utilized to discuss sampling effects. While the proposed sampling framework is simple, the same general approach could be adapted for other conditions to meet the needs of a particular taxon. If a set of ‘canonical' sampling algorithms could be developed with known mathematical properties, it would enhance reliability and usage of ecological datasets. © 2020 the authors. Ecography published by john wiley & sons ltd on behalf of nordic society oikos","","","2021","10.1111/ecog.05198","","","scopus-2-s2.0-85097026428.pdf","scopus-2-s2.0-85097026428"
"3d visualization of adverse natural conditions for adjustment of land cadastral value","Avrunev, E.i. And Gatina, N.v. And Kozina, M.v. And Popov, V.k.","Bulletin Of The Tomsk Polytechnic University, Geo Assets Engineering","","The research is relevant due to the fact that cadastral valuation of land is concerned to be an important part of land plots management. Thus, accuracy and quantity of its results are of great importance for scientific methodological fundamentals of valuation as well as for practice. Being reformed, the system of cadastral valuation of land is not able to provide integration and sharing data from various sources. The aim of the research is to suggest accounting for adverse geotechnical conditions at cadastral valuation of land with the help of geoinformational analysis and 3d cartographic modeling of flooding within the boundaries of urban land. The applied methods: theoretical analysis, methods of research, generalization and other established analytical methods, geoinforma' tional analysis, methods of cartographic data visualization, 3d modeling of geospatial data. Results. On the exemple of levoberezhye area in tomsk the authors have carried out the geoinformational analysis on the basis of geotechnical research and spring flood monitoring. The analysis results in outline sketch map of zoning levoberezhye according to the most favorable hydrological conditions. Specifying the need for the integrated approach to determine the factors of cadastral value, which include the influence of hydrological conditions, resulted in 3d digital modeling of relief and geological constitution of levobe' rezhye area. This modeling is able to meet the scientific and practical challenge of accounting for adverse geotechnical conditions of ca' dastral valuation, keeping the unified state register of immovable property, urban planning and managing territorial entity. Thus the authors proposed the approach to evaluation of negative geotechnical processes and phenomena progressing in urban areas for adjust' ment of cadastral value. © 2018 tomsk polytechnic university publishing house. All rights reserved.","","","2019","10.18799/24131830/2019/1/68","","","scopus-2-s2.0-85061692917.pdf","scopus-2-s2.0-85061692917"
"Ranking differentially expressed genes from Affymetrix gene expression data: methods with reproducibility sensitivity and specificity","Kadota K., Nakai Y., Shimizu K.","Algorithms For Molecular Biology","","BACKGROUND: To identify differentially expressed genes (DEGs) from microarray data users of the Affymetrix GeneChip system need to select both a preprocessing algorithm to obtain expression-level measurements and a way of ranking genes to obtain the most plausible candidates. We recently recommended suitable combinations of a preprocessing algorithm and gene ranking method that can be used to identify DEGs with a higher level of sensitivity and specificity. However in addition to these recommendations researchers also want to know which combinations enhance reproducibility.\\\\\\\\rRESULTS: We compared eight conventional methods for ranking genes: weighted average difference (WAD) average difference (AD) fold change (FC) rank products (RP) moderated t statistic (modT) significance analysis of microarrays (samT) shrinkage t statistic (shrinkT) and intensity-based moderated t statistic (ibmT) with six preprocessing algorithms (PLIER VSN FARMS multi-mgMOS (mmgMOS) MBEI and GCRMA). A total of 36 real experimental datasets was evaluated on the basis of the area under the receiver operating characteristic curve (AUC) as a measure for both sensitivity and specificity. We found that the RP method performed well for VSN- FARMS- MBEI- and GCRMA-preprocessed data and the WAD method performed well for mmgMOS-preprocessed data. Our analysis of the MicroArray Quality Control (MAQC) project's datasets showed that the FC-based gene ranking methods (WAD AD FC and RP) had a higher level of reproducibility: The percentages of overlapping genes (POGs) across different sites for the FC-based methods were higher overall than those for the t-statistic-based methods (modT samT shrinkT and ibmT). In particular POG values for WAD were the highest overall among the FC-based methods irrespective of the choice of preprocessing algorithm.\\\\\\\\rCONCLUSION: Our results demonstrate that to increase sensitivity specificity and reproducibility in microarray analyses we need to select suitable combinations of preprocessing algorithms and gene ranking methods. We recommend the use of FC-based methods in particular RP or WAD.","","","2009","10.1186/1748-7188-4-7","","","medline-19386098.pdf","medline-19386098"
"A critical evaluation of the 2011 ECHA reports on compliance with the REACH and CLP regulations and on the use of alternatives to testing on animals for compliance with the REACH regulation","Spielmann H., Sauer U. G., Mekenyan O.","ATLA-Alternatives to Laboratory Animals","","On 30 June 2011 the European Chemicals Agency published two reports one on the functioning of the REACH system the other on the use of alternatives to animal testing in compliance with that system. The data presented are based on information gained during the first registration period under the REACH system which included high production volume chemicals and substances of very high concern which have the most extensive information requirements. A total of 25460 registration dossiers were received covering 3400 existing so-called 'phase-in' substances and 900 new so-called 'non-phase-in' substances. Data sharing and the joint submission of data are reported to have worked successfully. In the registration dossiers for these substances results from new animal tests were included for less than 1% of all the endpoints; testing proposals (required for 'higher-tier' information requirements) were submitted for 711 in vivo tests involving vertebrate animals. The registrants mainly used old existing experimental data or options for the adaptation (waiving) of information requirements before collecting new information. For predicting substance toxicity 'read-across' was the second most-used approach followed by 'weight-of-evidence'. In vitro toxicity tests played a minor role and were only used when the respective test methods had gained the status of regulatory acceptance. All in all a successful start to the REACH programme was reported particularly since in contrast to most predictions it did not contribute to a significant increase in toxicity testing in animals. Copyright 2011 FRAME.","","","2011","10.1177/026119291103900509","","","medline-22103941.pdf","medline-22103941"
"A knowledge graph based approach to social science surveys","Pan, J.z. And Edelstein, E. And Bansky, P. And Wyner, A.","Data Intelligence","","Recent success of knowledge graphs has spurred interest in applying them in open science, such as on intelligent survey systems for scientists. However, efforts to understand the quality of candidate survey questions provided by these methods have been limited. Indeed, existing methods do not consider the type of on-the-fly content planning that is possible for face-to-face surveys and hence do not guarantee that selection of subsequent questions is based on response to previous questions in a survey. To address this limitation, we propose a dynamic and informative solution for an intelligent survey system that is based on knowledge graphs. To illustrate our proposal, we look into social science surveys, focusing on ordering the questions of a questionnaire component by their level of acceptance, along with conditional triggers that further customise participants’ experience. Our main findings are: (i) evaluation of the proposed approach shows that the dynamic component can be beneficial in terms of lowering the number of questions asked per variable, thus allowing more informative data to be collected in a survey of equivalent length;  and (ii) a primary advantage of the proposed approach is that it enables grouping of participants according to their responses, so that participants are not only served appropriate follow-up questions, but their responses to these questions may be analysed in the context of some initial categorisation. We believe that the proposed approach can easily be applied to other social science surveys based on grouping definitions in their contexts. The knowledge-graph-based intelligent survey approach proposed in our work allows online questionnaires to approach face-to-face interaction in their level of informativity and responsiveness, as well as duplicating certain advantages of interview-based data collection. © 2021 chinese academy of sciences.","","","2021","10.1162/dint_a_00107","","","scopus-2-s2.0-85118212118.pdf","scopus-2-s2.0-85118212118"
"From generic pathways to ICT-supported horizontally integrated care: the SmartCare approach and convergence with future Internet assembly","Urosevic V., Mitic M.","Studies in Health Technology & Informatics","","Successful service integration in policy and practice requires both technology innovation and service process innovation being pursued and implemented at the same time. The SmartCare project (partially EC-funded under CIP ICT PSP Program) aims to achieve this through development piloting and evaluation of ICT-based services horizontally integrating health and social care in ten pilot regions including Kraljevo region in Serbia. The project has identified and adopted two generic highest-level common thematic pathways in joint consolidation phase - integrated support for long-term care and integrated support after hospital discharge. A common set of standard functional specifications for an open ICT platform enabling the delivery of integrated care is being defined around the challenges of data sharing coordination and communication in these two formalized pathways. Implementation and system integration on technology and architecture level are to be based on open standards multivendor interoperability and leveraging on the current evolving open specification technology foundations developed in relevant projects across the European Research Area.","","","2014","","","","medline-24743080.pdf","medline-24743080"
"Evaluating Research Transparency and Openness in Communication Sciences and Disorders Journals","Schroeder S. R., Gaeta L., El Amin M., Chow J. C., Borders J. C.","Journal of Speech Language & Hearing Research","","PURPOSE: To improve the credibility reproducibility and clinical utility of research findings many scientific fields are implementing transparent and open research practices. Such open science practices include researchers making their data publicly available and preregistering their hypotheses and analyses. A way to enhance the adoption of open science practices is for journals to encourage or require submitting authors to participate in such practices. Accordingly the American Speech-Language-Hearing Association's Journals Program has recently announced their intention to promote open science practices. Here we quantitatively assess the extent to which several journals in communication sciences and disorders (CSD) encourage or require participation in several open science practices by using the Transparency and Openness Promotion (TOP) Factor metric.\\\\\\\\rMETHOD: TOP Factors were assessed for 34 CSD journals as well as several journals in related fields. TOP Factors measure the level of implementation across 10 open science-related practices (e.g. data transparency analysis plan preregistration and replication) for a total possible score of 29 points.\\\\\\\\rRESULTS: Collectively CSD journals had very low TOP Factors (M = 1.4 range: 0-8). The related fields of Psychology (M = 4.0) Rehabilitation (M = 3.2) Linguistics (M = 1.7) and Education (M = 1.6) also had low scores though Psychology and Rehabilitation had higher scores than CSD.\\\\\\\\rCONCLUSION: CSD journals currently have low levels of encouraging or requiring participation in open science practices which may impede adoption. Open Science Form: https://doi.org/10.23641/asha.21699458.","","","2023","10.1044/2022_jslhr-22-00330","","","medline-36516469.pdf","medline-36516469"
"Poster: Enabling Comparable and Reproducible Simulations for V2X Research","Hardes T., Logan D., Sommer C., Klingler F., Kargl F., Altintas O., Sommer C., Higuchi T., Klingler F.","","","Simulations are a prime performance evaluation technique for new Vehicle to Everything (V2X) methods and approaches. However after decades of simulation-backed research comparability and reproducibility of simulation studies is still low. In this work we first survey road traffic simulation parameters (that is scenarios) employed in recent scientific publications revealing that many publications still do not adequately describe simulation scenarios to make the results comprehensible. As just one example over 40% of the simulations using either a Manhattan Grid or Chicago Grid do not provide information about the number of lanes. At the same time our survey reveals that even though employed road traffic scenarios are very use case specific there exist many commonalities. We therefore advocate basing research on use case specific variants of a set of these common standard road traffic scenarios. We accompany this recommendation with Simple Synthetic Scenarios for Sumo (sss4s) a simple reference implementation to generate such variants. © 2021 IEEE.","","","2021","10.1109/vnc52810.2021.9644677","","","scopus-2-s2.0-85123788956.pdf","scopus-2-s2.0-85123788956"
"A dataset of cold-water coral distribution records","Balogh V., Fragkopoulou E., Serrao E. A., Assis J.","Data in Brief","","Species distribution data are key for monitoring present and future biodiversity patterns and informing conservation and management strategies. Large biodiversity information facilities often contain spatial and taxonomic errors that reduce the quality of the provided data. Moreover datasets are frequently shared in varying formats inhibiting proper integration and interoperability. Here we provide a quality-controlled dataset of the diversity and distribution of cold-water corals which provide key ecosystem services and are considered vulnerable to human activities and climate change effects. We use the common term cold-water corals to refer to species of the orders Alcyonacea Antipatharia Pennatulacea Scleractinia Zoantharia of the subphylum Anthozoa and order Anthoathecata of the class Hydrozoa. Distribution records were collated from multiple sources standardized using the Darwin Core Standard dereplicated taxonomically corrected and flagged for potential vertical and geographic distribution errors based on peer-reviewed published literature and expert consulting. This resulted in 817559 quality-controlled records of 1170 accepted species of cold-water corals openly available under the FAIR principle of Findability Accessibility Interoperability and Reusability of data. The dataset represents the most updated baseline for the global cold-water coral diversity and it can be used by the broad scientific community to provide insights into biodiversity patterns and their drivers identify regions of high biodiversity and endemicity and project potential redistribution under future climate change. It can also be used by managers and stakeholders to guide biodiversity conservation and prioritization actions against biodiversity loss. Copyright © 2023 The Authors.","","","2023","10.1016/j.dib.2023.109223","","","medline-37383736.pdf","medline-37383736"
"Assessing adverse health effects of long-term exposure to low levels of ambient air pollution: phase 1","Dominici F. And Schwartz J. And Di Q. And Braun D. And Choirat C. And Zanobetti A.","Res Rep Health Eff Inst","","Introduction: this report provides a summary of major findings and key conclusions supported by a health effects institute grant aimed at ""assessing adverse health effects of long-term exposure to low levels of ambient pollution."" Our study was designed to advance four critical areas of inquiry and methods development. Method(s): first, our work focused on predicting short- and long-term exposures to ambient pm2.5 mass (particulate matter <= 2.5mum in aerodynamic diameter) and ozone (o3) at high spatial resolution (1 km x 1 km) for the continental united states during the period 2000-2012 and linking these predictions to health data. Second, we developed new causal inference methods for exposure-response (er) that account for exposure error and adjust for measured confounders. We applied these methods to data from the new england region. Third, we applied standard regression methods using medicare claims data to estimate health effects that are associated with short- and long-term exposure to low levels of ambient air pollution. We conducted sensitivity analyses to assess potential confounding bias due to lack of extensive information on behavioral risk factors in the medicare population using the medicare current beneficiary survey (mcbs) (nationally representative sample of approximately 15,000 medicare enrollees per year), which includes abundant data on individual-level risk factors including smoking. Finally, we have begun developing tools for reproducible research - including approaches for data sharing, record linkage, and statistical software. Result(s): our hei-funded work has supported an extensive portfolio of analysis and the development of statistical methods that can be used to robustly understand the health effects of long- and short-term exposure to low levels of ambient air pollution. This report provides a high-level overview of statistical methods, data analysis, and key findings, as grouped into the following four areas: (1) exposure assessment and data access;  (2) epidemiological studies of ambient exposures to air pollution at low levels;  (3) methodological contributions in causal inference;  and (4) open science research data platform. Conclusion(s): our body of work, advanced by hei, lends extensive evidence that short- and long-term exposure to pm2.5 and o3 is harmful to human health, increasing the risks of hospitalization and death, even at levels that are well below the national ambient air quality standards (naaqs).Copyright © 2020 health effects institute. All rights reserved.","","","2019","","","","embase-632668858.pdf","embase-632668858"
"Adherence to preexposure prophylaxis: current, emerging, and anticipated bases of evidence","Amico, K.r. And Stirratt, M.j.","Clinical Infectious Diseases","","Despite considerable discussion and debate about adherence to preexposure prophylaxis (prep) for human immunodeficiency virus (hiv), scant data are available that characterize patterns of adherence to open-label prep. The current evidence base is instead dominated by research on adherence to placebo-controlled investigational drug by way of drug detection in active-arm participants of large randomized controlled trials (rcts). Important differences between the context of blinded rcts and open-label use suggest caution when generalizing from study product adherence to real-world prep use. Evidence specific to open-label prep adherence is presently sparse but will expand rapidly over the next few years as roll-out, demonstration projects, and more rigorous research collect and present findings. The current evidence bases established cannot yet predict uptake, adherence, or persistence with open-label effective prep. Emerging evidence suggests that some cohorts could execute better adherence in open-label use vs placebo-controlled research. Uptake of prep is presently slow in the united states;  whether this changes as grassroots and community efforts increase awareness of prep as an effective hiv prevention option remains to be determined. As recommended by multiple guidelines for prep use, all current demonstration projects offer prep education and/or counseling. Prep support approaches generally fall into community-based, technology, monitoring, and integrated sexual health promotion approaches. Developing and implementing research that moves beyond simple correlates of either study product use or open-label prep adherence toward more comprehensive models of sociobehavioral and socioecological adherence determinants would greatly accelerate progress. Intervention research is needed to identify effective models of support for open-label prep adherence. © 2014 the author . Published by oxford university press on behalf of the infectious diseases society of america.","","","2014","10.1093/cid/ciu266","","","scopus-2-s2.0-84904816119.pdf","scopus-2-s2.0-84904816119"
